posLat,posLon,time,map_via,map_bairro,map_quadra,map_Cat_via,map_Sit_pav,map_Sit_urb,map_Cal_Pass,map_Ilu_Pub,map_Arb,map_Esgo_Sani,ident_Sex_ide,ident_Natura,ident_Fax_Eta,ident_Et_Raça,ident_Est_Civ,ident_Est_Esc,ident_Def_Perm,ident_Res,ident_Ani_Est,ident_Pos_Imo,ident_Atv_trab,ident_Cid_Trab,ident_Rend_Ind,inf_Not_Cid,inf_Loc_Trav,inf_Pri_Bair,inf_Cuid_Saud,inf_Loc_Laz,inf_Res_Dom,inf_Dei_Res,inf_Fre_Res,inf_Fre_Var,inf_Ben_Arb,inf_Ori_Agu,inf_Falt_Agu,inf_Mei_Tran,inf_Sat_Vid,inf_Sat_Gov,map_Sis_Dre
-17.559810520030233,-50.63592552735928,2022-11-29 11:28:01.064655,castelo branco ,centro,SQ,"local, 30km/h",Asfaltada,Placa Trânsito,Calçamento,Sim,Sim,Sem Sistema,Feminino,Santo Antônio da Barra,50 a 59,Parda,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Gato,Alugada,Comércio/Prestação de serviços/Construção Civil,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Conversas Informais,Outros,emprego|Segurança|Saneamento,Alimentação balanceada,Lago/Rio|Parque/Praça|Pista de Caminhada,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Qualidade de vida,Outra,Nunca falta,Carro,4 - satisfeito,4 - satisfeito,Boca de lobo
-17.559810520030233,-50.63592552735928,2022-11-29 11:32:14.381247,castelo branco ,centro ,11,"local, 30km/h",Asfaltada,Placa Trânsito,Calçamento,Sim,Não,,Feminino,,30 a 39,Parda,Solteiro(a),Científico/Médio,Não,Família,Cachorro,Própia,Desempregado,Desempregado,Auxílio/Seguro/Benefício governo,Redes Sociais,Outros,Segurança|Saneamento,Não Cuida,Ciclofaixas|Pista de Caminhada,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Qualidade de vida,Torneira/Rede pública,Nunca falta,A pé|Carona/Uber/Táxi,2 - insatisfeito,2 - insatisfeito,
-17.559810520030233,-50.63592552735928,2022-11-29 11:35:43.500184,castelo branco ,centro ,40,"local, 30km/h",Asfaltada,Placa Trânsito,Calçamento,Sim,Sim,Sem Sistema,Feminino,Outro município de Goiás,40 a 49,Parda,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Não,Alugada,Desempregado,Desempregado,Auxílio/Seguro/Benefício governo,Conversas Informais,Escola|Feira/Comércio|Igreja/Culto,emprego|Segurança|Saneamento,Não Cuida,Ciclofaixas|Parque/Praça|Pista de Caminhada,Não separa,"Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.|Armazenar em casa para venda, doação ou destino posterior.",3x na semana ou mais,3x na semana ou mais,Preservação|Qualidade de vida,Outra,Nunca falta,Carro,4 - satisfeito,4 - satisfeito,
-17.559810520030233,-50.63592552735928,2022-11-29 11:40:00.224074,castelo branco ,centro ,46,"local, 30km/h",Asfaltada,Horizontal/Chão|Placa Trânsito,Calçamento,Sim,Sim,,Feminino,Município de outro país,60 ou mais,Parda,Separado(a),Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Pássaro,Própia,Aposentado,Desempregado,Auxílio/Seguro/Benefício governo,Conversas Informais,Casa Família/Amigos|Outros,Cultura/Eventos|Esporte/Lazer/Recreação|Hospital,Caminha/Corre,Parque/Praça|Pista de Caminhada|Quadra de Esportes,Separa seco e orgânico,"Armazenar em casa para venda, doação ou destino posterior.",3x na semana ou mais,3x na semana ou mais,Preservação,Torneira/Rede pública,Nunca falta,Carro,4 - satisfeito,2 - insatisfeito,
-17.559810520030233,-50.63592552735928,2022-11-29 11:43:59.627046,castelo branco ,centro ,48,"local, 30km/h",Asfaltada,Placa Trânsito,Calçamento,Sim,Sim,,Feminino,Município de outro Estado,60 ou mais,Parda,Solteiro(a),Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Cachorro,Própia,Aposentado,Outra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Conversas Informais,Outros,emprego|Segurança|Saneamento,Alimentação balanceada,Outro,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Sombra,Outra,Nunca falta,Carona/Uber/Táxi,5 - muito satisfeito,5 - muito satisfeito,
-17.559810520030233,-50.63592552735928,2022-11-29 11:47:37.838715,castelo branco ,centro ,48,"local, 30km/h",Asfaltada,Placa Trânsito,Calçamento,Sim,Não,Sem Sistema,Feminino,Outro município de Goiás,40 a 49,Branca,Casado(a)/União Estável,Científico/Médio,Não,Família,Não,Própia,Funcionário Público|Informal/Bico,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Carro de Som|Redes Sociais,Feira/Comércio|Igreja/Culto|Praças/Parques,emprego|Segurança|Saneamento,Academia,Academia pública|Biblioteca|Parque/Praça,Separa seco e orgânico|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Qualidade de vida,Outra,Nunca falta,Carro,3 - indiferente/não sabe,4 - satisfeito,
-17.5594817,-50.6278911,2022-11-29 15:31:31.549309,rua José Joaquim da Silva ,centro ,,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Masculino,Outro município de Goiás,60 ou mais,Branca,Viúvo(a),Primário/Fundamental I (1º ao 5º anos) Completo,Visão,Sozinho(a),Não,Própia,Aposentado,Desempregado,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Rádio|Televisão,Feira/Comércio|Outros,Ação Social|emprego|Ônibus,Caminha/Corre,Outro,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Outro,Cisterna,Nunca falta,A pé|Camionete,4 - satisfeito,2 - insatisfeito,Boca de lobo
-17.5594817,-50.6278911,2022-11-29 15:34:55.845516,rua José Joaquim da Silva ,centro ,,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Masculino,Santo Antônio da Barra,60 ou mais,Preta,Solteiro(a),Analfabeto(a),Não,Sozinho(a),Cachorro,Alugada,Aposentado,Desempregado,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Carro de Som,Outros,Faculdade|Farmácia|Iluminação|Segurança,Bebe água|Exames/Remédio,Cómercio,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Embeleza a cidade,Torneira/Rede pública,Nunca falta,Bicicleta,1 - muito insatisfeito,4 - satisfeito,Boca de lobo
-17.5594817,-50.6278911,2022-11-29 15:38:40.085562,rua José joaquim da Silva ,centro ,,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Feminino,Outro município de Goiás,40 a 49,Parda,Solteiro(a),Científico/Médio,Não,Família,Cachorro|Outro,Alugada,Comércio/Prestação de serviços/Construção Civil,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Carro de Som|Conversas Informais|Whatsapp,Bares/Restaurantes|Casa Família/Amigos|Praças/Parques,emprego,Exames/Remédio,Outro,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Sombra,Torneira/Rede pública,Nunca falta,Motocicleta,4 - satisfeito,4 - satisfeito,Boca de lobo
-17.5594817,-50.6278911,2022-11-29 15:42:48.327448,rua José Joaquim da Silva ,sol nascente ,,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Masculino,Outro município de Goiás,60 ou mais,Preta,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Mobilidade,Família,Cachorro,Própia,Aposentado,Desempregado,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Carro de Som|Conversas Informais,Casa Família/Amigos|Feira/Comércio|Sindicato/Associações/Partidos,emprego|Reciclagem|Segurança,Alimentação balanceada|Caminha/Corre|Exames/Remédio,Lago/Rio|Quadra de Esportes,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Sombra|Valoriza o imóvel,Torneira/Rede pública,3x na semana ou mais,Bicicleta|Carro,5 - muito satisfeito,4 - satisfeito,Boca de lobo
-17.5594817,-50.6278911,2022-11-29 15:45:29.964869,José Joaquim Silva ,sol nascente ,,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Feminino,Santo Antônio da Barra,60 ou mais,Branca,Separado(a),Primário/Fundamental I (1º ao 5º anos) Completo,Não,Sozinho(a),Cachorro,Própia,Aposentado,Desempregado,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Conversas Informais|Redes Sociais,Casa Família/Amigos|Feira/Comércio|Igreja/Culto,Segurança|Outros,Não Cuida,Outro,Separa seco e orgânico|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Embeleza a cidade|Sombra,Poço Artesiano,Nunca falta,A pé,5 - muito satisfeito,5 - muito satisfeito,Boca de lobo
-17.5594817,-50.6278911,2022-11-29 15:48:46.682632,Rua José Joaquim Silva ,sol nascente ,23,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Masculino,Santo Antônio da Barra,40 a 49,Preta,Casado(a)/União Estável,Científico/Médio,Não,Família,Cachorro,Própia,Indústria/Usina,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Site da Prefeitura|Whatsapp,Casa Família/Amigos|Feira/Comércio|Igreja/Culto,Cresche|emprego|Reciclagem,Alimentação balanceada|Bebe água,Cómercio|Lago/Rio|Parque/Praça,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Embeleza a cidade|Sombra,Torneira/Rede pública,Nunca falta,Ônibus municipal,5 - muito satisfeito,1 - muito insatisfeito,Boca de lobo
-17.5594817,-50.6278911,2022-11-29 15:51:39.388115,rua José Joaquim Silva ,sol nascente ,,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Feminino,Santo Antônio da Barra,40 a 49,Branca,Casado(a)/União Estável,Científico/Médio,Não,Família,Cachorro|Gato,Alugada,Desempregado,Desempregado,Não tem,Carro de Som,Casa Família/Amigos|Escola|Feira/Comércio,Arborização|Iluminação|Pavimentação,Caminha/Corre,Parque/Praça,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Sem benefícios,Torneira/Rede pública,Nunca falta,Motocicleta,4 - satisfeito,5 - muito satisfeito,Boca de lobo
-17.5594817,-50.6278911,2022-11-29 15:58:40.806289,rua José Joaquim Silva ,sol nascente ,,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Feminino,Santo Antônio da Barra,40 a 49,Parda,Casado(a)/União Estável,Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Cachorro|Gato,Própia,Comércio/Prestação de serviços/Construção Civil,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Carro de Som|Redes Sociais|Whatsapp,Feira/Comércio|Praças/Parques|Outros,emprego|Reciclagem|Segurança,Alimentação balanceada|Bebe água|Exames/Remédio,Lago/Rio|Parque/Praça|Pista de Caminhada,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Embeleza a cidade|Sombra,Torneira/Rede pública,Nunca falta,A pé|Motocicleta,3 - indiferente/não sabe,4 - satisfeito,Boca de lobo
-17.5594817,-50.6278911,2022-11-29 16:02:36.154032,rua José Joaquim Silva ,sol nascente ,,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Masculino,Santo Antônio da Barra,50 a 59,Parda,Solteiro(a),Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Não,Própia,Informal/Bico,Santo Antônio da Barra,Auxílio/Seguro/Benefício governo,Carro de Som|Redes Sociais|Whatsapp,Feira/Comércio|Igreja/Culto|Outros,emprego|Ônibus|Segurança,Exames/Remédio,Lago/Rio|Parque/Praça|Outro,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Qualidade de vida|Sombra,Torneira/Rede pública,Nunca falta,A pé,3 - indiferente/não sabe,4 - satisfeito,Boca de lobo
-17.5594817,-50.6278911,2022-11-29 16:05:35.080215,rua José Joaquim Silva ,sol nascente ,23,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Masculino,Outro município de Goiás,40 a 49,Parda,Solteiro(a),Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Não,Emprestada,Comércio/Prestação de serviços/Construção Civil,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Redes Sociais,Outros,emprego|Iluminação|Segurança,Alimentação balanceada,Lago/Rio|Outro,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Sombra,Torneira/Rede pública,Nunca falta,Carro,1 - muito insatisfeito,2 - insatisfeito,Boca de lobo
-17.5594817,-50.6278911,2022-11-29 16:08:20.583494,rua José Joaquim ,sol nascente ,,"coletora, 40km/h",Asfaltada,Placa Trânsito,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Feminino,Santo Antônio da Barra,18 a 29,Branca,Casado(a)/União Estável,Científico/Médio,Não,Família,Não,Alugada,Desempregado,Desempregado,Auxílio/Seguro/Benefício governo,Redes Sociais,Academia|Outros,Ação Social|Cultura/Eventos|emprego,Alimentação balanceada|Bebe água,Lago/Rio|Parque/Praça|Quadra de Esportes,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco,Torneira/Rede pública,Nunca falta,A pé,4 - satisfeito,5 - muito satisfeito,Boca de lobo
-17.5607207,-50.6378102,2022-11-29 15:32:49.004734,Av Brasília ,Setor Palmito ,55,"local, 30km/h",Asfaltada,logradouro/Rua,Calçamento Baixo Conforto|Sem Acessibilidade,Sim,Sim,Sem Sistema,Outra,Outro município de Goiás,18 a 29,Branca,Solteiro(a),Científico/Médio,Não,Sozinho(a),Não,Própia,Comércio/Prestação de serviços/Construção Civil,Santo Antônio da Barra,"De 3 até 5 (R$2.424,00 até 6.060,00)",Conversas Informais,Academia|Bares/Restaurantes,Coleta de Lixo|Esporte/Lazer/Recreação,Academia,Academia pública|Lago/Rio,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Outro,Torneira/Rede pública,Nunca falta,Carro,5 - muito satisfeito,3 - indiferente/não sabe,Canteiro Inadequado
-17.5607207,-50.6378102,2022-11-29 15:41:19.944531,Avenida,novo Sto Antônio  ,59,"coletora, 40km/h",Asfaltada,logradouro/Rua|Placa Trânsito,Calçamento|Sem Acessibilidade,Sim,Sim,Sem Sistema,Masculino,Município de outro Estado,60 ou mais,Branca,Separado(a),Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Sozinho(a),Não,Própia,Comércio/Prestação de serviços/Construção Civil,Santo Antônio da Barra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Conversas Informais|Redes Sociais,Outros,Pavimentação,Alimentação balanceada|Bebe água|Dorme,Cómercio|Lago/Rio,Separa seco e orgânico|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Qualidade de vida|Sombra,Torneira/Rede pública,Nunca falta,Bicicleta,3 - indiferente/não sabe,4 - satisfeito,
-17.5607207,-50.6378102,2022-11-29 15:44:46.099463,Avenida Brasília ,novo santo Antônio ,59,"local, 30km/h",Asfaltada,logradouro/Rua|Placa Trânsito,Calçamento|Sem Acessibilidade,Sim,Não,Sem Sistema,Feminino,Município de outro Estado,18 a 29,Parda,Solteiro(a),Científico/Médio,Não,Família,Não,Própia,Desempregado,Desempregado,Não tem,Carro de Som|Conversas Informais|Whatsapp,Academia|Feira/Comércio|Igreja/Culto,Arborização|Farmácia|Posto de Saúde,Academia|Alimentação balanceada|Dorme,Cómercio|Parque/Praça|Outro,Não separa|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Embeleza a cidade,Filtro|Torneira/Rede pública,Nunca falta,Bicicleta,4 - satisfeito,3 - indiferente/não sabe,
-17.5607207,-50.6378102,2022-11-29 15:47:26.819541,avenida Brasília ,Novo Santo Antônio ,57,"local, 30km/h",Asfalto Baixo Conforto,logradouro/Rua,Calçamento Baixo Conforto|Sem Acessibilidade,Sim,Não,Sem Sistema,Feminino,Município de outro Estado,50 a 59,Branca,Casado(a)/União Estável,Graduação,Não,Família,Não,Própia,Funcionário Público,Santo Antônio da Barra,"De 3 até 5 (R$2.424,00 até 6.060,00)",Whatsapp,Bares/Restaurantes|Igreja/Culto,Cresche|Esporte/Lazer/Recreação|Pavimentação,Bebe água|Dorme|Exames/Remédio,Lago/Rio|Pista de Caminhada,Não separa|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Qualidade de vida|Sombra,Torneira/Rede pública,Nunca falta,Carro,4 - satisfeito,2 - insatisfeito,
-17.5607207,-50.6378102,2022-11-29 15:50:27.327405,Avenida Brasília ,novo santo Antônio ,55,"local, 30km/h",Asfaltada,logradouro/Rua,Sem Acessibilidade|Terra/Cascalho,Sim,Não,Sem Sistema,Masculino,Município de outro Estado,60 ou mais,Preta,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Mobilidade,Família,Não,Própia,Desempregado,Desempregado,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Carro de Som,Outros,Saneamento,Alimentação balanceada|Exames/Remédio,Outro,Não separa|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Sem benefícios,Torneira/Rede pública,Nunca falta,Carona/Uber/Táxi,1 - muito insatisfeito,4 - satisfeito,
-17.5607207,-50.6378102,2022-11-29 15:52:58.811402,Avenida Brasília ,Centro,49,"local, 30km/h",Asfaltada,logradouro/Rua,Calçamento|Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Feminino,Santo Antônio da Barra,50 a 59,Branca,Casado(a)/União Estável,Graduação,Não,Família,Não,Própia,Aposentado,Santo Antônio da Barra,"De 3 até 5 (R$2.424,00 até 6.060,00)",Conversas Informais,Casa Família/Amigos|Feira/Comércio|Igreja/Culto,Hospital|Iluminação,Bebe água|Dorme|Exames/Remédio,Academia pública|Parque/Praça|Pista de Caminhada,Separa seco e orgânico|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Embeleza a cidade|Sombra,Torneira/Rede pública,Nunca falta,Carro,4 - satisfeito,2 - insatisfeito,
-17.5607207,-50.6378102,2022-11-29 15:55:31.997434,Avenida Brasília ,Centro ,,"local, 30km/h",Asfaltada,logradouro/Rua,Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Feminino,Santo Antônio da Barra,40 a 49,Parda,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Cachorro,Própia,Agricultura/Pecuária,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Conversas Informais,Bares/Restaurantes|Casa Família/Amigos|Feira/Comércio,emprego|Esporte/Lazer/Recreação|Hospital,Não Cuida,Lago/Rio|Pista de Caminhada|Quadra de Esportes,Não separa|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco,Poço Artesiano,Nunca falta,Carro,4 - satisfeito,2 - insatisfeito,
-17.5607207,-50.6378102,2022-11-29 15:58:25.254597,Avenida Brasília ,Setor Palmito,68,"local, 30km/h",Asfaltada,logradouro/Rua|Placa Trânsito,Calçamento Baixo Conforto|Sem Acessibilidade,Sim,Sim|Canteiro Adequado,Sem Sistema,Masculino,Santo Antônio da Barra,60 ou mais,Preta,Viúvo(a),Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Não,Própia,Comércio/Prestação de serviços/Construção Civil,Santo Antônio da Barra,"De 3 até 5 (R$2.424,00 até 6.060,00)",Site da Prefeitura,Bares/Restaurantes|Feira/Comércio|Praças/Parques,Esporte/Lazer/Recreação|Hospital|Segurança,Alimentação balanceada|Bebe água|Exames/Remédio,Cómercio|Parque/Praça|Outro,Não separa|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Sem benefícios,Torneira/Rede pública,1x no mês,Carro,1 - muito insatisfeito,4 - satisfeito,
-17.5607207,-50.6378102,2022-11-29 16:06:22.214549,Avenida Brasília ,Centro,41,"local, 30km/h",Asfaltada,logradouro/Rua,Calçamento Baixo Conforto,Sim,Sim|Raízes Expostas,Sem Sistema,Feminino,Santo Antônio da Barra,18 a 29,Branca,Solteiro(a),Graduação,Não,Família,Não,Alugada,Informal/Bico,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Whatsapp,Bares/Restaurantes|Praças/Parques,emprego|Esporte/Lazer/Recreação|Praça,Bebe água|Caminha/Corre,Parque/Praça,Não separa|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Sombra,Torneira/Rede pública,Nunca falta,Carro,4 - satisfeito,4 - satisfeito,
-17.5607207,-50.6378102,2022-11-29 16:08:45.352373,Avenida Brasília ,Centro ,12,"local, 30km/h",Asfaltada,logradouro/Rua,Calçamento Baixo Conforto,Sim,Sim,Sem Sistema,Masculino,Outro município de Goiás,30 a 39,Branca,Solteiro(a),Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Gato,Própia,Informal/Bico,Santo Antônio da Barra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Whatsapp,Bares/Restaurantes|Praças/Parques,Faculdade|Posto de Saúde|Saneamento,Alimentação balanceada|Bebe água,Cómercio|Parque/Praça,Não separa|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Qualidade de vida|Sombra,Poço Artesiano,Nunca falta,Bicicleta,4 - satisfeito,4 - satisfeito,
-17.5607207,-50.6378102,2022-11-29 16:11:13.086084,Avenida Brasília ,centro ,46,"local, 30km/h",Asfaltada,logradouro/Rua,Calçamento Baixo Conforto,Sim,Sim|Necessidade de poda,Sem Sistema,Feminino,Santo Antônio da Barra,18 a 29,Parda,Solteiro(a),Graduação,Não,Família,Outro,Própia,Informal/Bico,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Conversas Informais,Bares/Restaurantes|Praças/Parques,Hospital|Saneamento,Não Cuida,Cómercio|Parque/Praça,Não separa|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Sombra,Torneira/Rede pública,Nunca falta,Motocicleta,5 - muito satisfeito,4 - satisfeito,
-17.5607207,-50.6378102,2022-11-29 16:13:48.794378,Avenida Brasília ,Centro,45,"local, 30km/h",Asfaltada,logradouro/Rua,Calçamento Baixo Conforto,Sim,Sim|Necessidade de poda,Sem Sistema,Feminino,Santo Antônio da Barra,40 a 49,Branca,Solteiro(a),Graduação,Não,Família,Cachorro,Própia,Informal/Bico,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Whatsapp,Academia|Igreja/Culto,Saneamento,Academia|Exames/Remédio,Lago/Rio|Parque/Praça,Não separa|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Sombra,Torneira/Rede pública,Nunca falta,Bicicleta,3 - indiferente/não sabe,5 - muito satisfeito,
-17.5607207,-50.6378102,2022-11-29 16:16:18.752855,Avenida Brasília ,centro,50,"local, 30km/h",Asfaltada,logradouro/Rua,Calçamento Baixo Conforto,Sim,Sim,Sem Sistema,Masculino,Município de outro Estado,60 ou mais,Parda,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Não,Alugada,Informal/Bico,Santo Antônio da Barra,"De 3 até 5 (R$2.424,00 até 6.060,00)",Whatsapp,Casa Família/Amigos|Igreja/Culto,emprego|Posto de Saúde|Praça,Caminha/Corre|Exames/Remédio,Lago/Rio|Parque/Praça,Não separa|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Sombra,Torneira/Rede pública,Nunca falta,Carro,4 - satisfeito,4 - satisfeito,
-17.5607207,-50.6378102,2022-11-29 16:18:36.966933,Avenida Brasília ,Novo santo Antônio ,59,"local, 30km/h",Asfaltada,Placa Trânsito,Calçamento,Sim,Não,Sem Sistema,Feminino,Município de outro Estado,18 a 29,Parda,Solteiro(a),Graduação,Não,Família,Gato,Própia,Estudante,Desempregado,Não tem,Carro de Som,Bares/Restaurantes,Arborização|Posto de Saúde,Bebe água|Dorme,Cómercio|Parque/Praça,Não separa|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Embeleza a cidade|Qualidade de vida,Torneira/Rede pública,Nunca falta,A pé,4 - satisfeito,2 - insatisfeito,
-17.5607207,-50.6378102,2022-11-29 16:20:44.946074,avenida Brasília ,novo santo Antônio ,59,"coletora, 40km/h",Asfaltada,Placa Trânsito,Sem Acessibilidade,Sim,Sim,Sem Sistema,Feminino,Município de outro Estado,60 ou mais,Branca,Separado(a),Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Sozinho(a),Não,Própia,Comércio/Prestação de serviços/Construção Civil,Santo Antônio da Barra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Rádio|Whatsapp,Outros,Pavimentação|Outros,Exames/Remédio,Cómercio|Lago/Rio|Parque/Praça,Não separa|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Qualidade de vida|Sombra,Torneira/Rede pública,Nunca falta,A pé,3 - indiferente/não sabe,3 - indiferente/não sabe,
